Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,target,pct_change,sma_3,sma_7,std_3,momentum,cross_sma,prev_up,amplitude,candle_alta,close_2_days_ago,rolling_std_7
2024-10-31,2787.39990234375,2787.5,2733.5,2738.300048828125,849,0.0,0.0,1,-0.018002492799668257,2765.066650390625,2746.8999372209823,25.265425008336848,-50.199951171875,1,1,54.0,0,2768.39990234375,24.217850184970647
2024-11-01,2745.5,2756.0,2734.199951171875,2738.60009765625,109,0.0,0.0,0,0.0001095748540242969,2755.1333821614585,2750.357107979911,28.89672813334163,0.300048828125,1,0,21.800048828125,0,2788.5,20.19899530370392
2024-11-04,2736.5,2737.10009765625,2736.10009765625,2736.10009765625,16,0.0,0.0,1,-0.0009128751591513939,2737.666748046875,2750.528564453125,1.3650283548814108,-2.5,0,1,1.0,0,2738.300048828125,20.050468920989005
2024-11-05,2743.0,2743.89990234375,2740.300048828125,2740.300048828125,23,0.0,0.0,0,0.0015350137136695974,2738.3334147135415,2750.44287109375,2.1126375234440498,4.199951171875,0,0,3.599853515625,0,2738.60009765625,20.099700736249552
2024-11-06,2734.5,2734.5,2659.39990234375,2667.60009765625,427,0.0,0.0,1,-0.026529923685898793,2714.666748046875,2739.6857561383927,40.81497374379292,-72.699951171875,0,1,75.10009765625,0,2736.10009765625,37.461108490973544
2024-11-07,2662.5,2699.10009765625,2662.5,2698.39990234375,676,0.0,0.0,0,0.01154588527514333,2702.1000162760415,2729.6857561383927,36.490942128591136,30.7998046875,0,0,36.60009765625,1,2740.300048828125,37.85944934333884
2024-11-08,2688.5,2694.60009765625,2682.89990234375,2687.5,1038,0.0,0.0,0,-0.004039394729551615,2684.5,2715.2571847098216,15.6175219608302,-10.89990234375,0,1,11.7001953125,0,2667.60009765625,30.17522287450086
2024-11-11,2671.699951171875,2671.699951171875,2611.199951171875,2611.199951171875,20,0.0,0.0,0,-0.028390715843023218,2665.699951171875,2697.100027901786,47.51199288364779,-76.300048828125,0,0,60.5,0,2698.39990234375,47.35050565462117
2024-11-12,2605.5,2605.5,2592.800048828125,2600.0,118,0.0,0.0,0,-0.004289197066983941,2632.8999837239585,2677.3000139508927,47.615449799104994,-11.199951171875,0,0,12.699951171875,0,2687.5,55.39900431747138
2024-11-13,2611.10009765625,2611.800048828125,2580.800048828125,2580.800048828125,53,0.0,0.0,0,-0.007384596604567362,2597.3333333333335,2655.1142926897323,15.374389384970911,-19.199951171875,0,0,31.0,0,2611.199951171875,58.911866243845346
2024-11-14,2555.10009765625,2576.199951171875,2554.199951171875,2568.199951171875,27,0.0,0.0,0,-0.00488224481473154,2583.0,2630.528564453125,16.013763306504487,-12.60009765625,0,0,22.0,1,2600.0,53.05646581416712
2024-11-15,2565.699951171875,2565.699951171875,2565.699951171875,2565.699951171875,20,0.0,0.0,1,-0.0009734444542992549,2571.566650390625,2615.9714006696427,8.093468664868658,-2.5,0,0,0.0,0,2580.800048828125,55.12864469001116
2024-11-18,2591.699951171875,2610.699951171875,2589.39990234375,2610.60009765625,136,0.0,0.0,1,0.017500154865679907,2581.5,2603.4285714285716,25.232405012254684,44.900146484375,0,0,21.300048828125,1,2568.199951171875,41.56949972109697
2024-11-19,2621.89990234375,2627.699951171875,2619.300048828125,2627.10009765625,87,0.0,0.0,1,0.006320385881703361,2601.1333821614585,2594.8000139508927,31.77591106121366,16.5,1,1,8.39990234375,1,2565.699951171875,23.591353872627934
2024-11-20,2638.5,2648.199951171875,2638.5,2648.199951171875,27,0.0,0.0,1,0.008031613844653007,2628.6333821614585,2600.0857282366073,18.84676277585966,21.099853515625,1,1,9.699951171875,1,2610.60009765625,30.893191782447733
2024-11-21,2659.300048828125,2672.10009765625,2655.699951171875,2672.10009765625,33,0.0,0.0,1,0.009025053593026078,2649.1333821614585,2610.3857421875,22.514516873768624,23.900146484375,1,1,16.400146484375,1,2627.10009765625,41.169903718008726
2024-11-22,2687.5,2710.5,2685.60009765625,2709.89990234375,41,0.0,0.0,0,0.01414610355377599,2676.7333170572915,2628.8285784040177,31.109822165460205,37.7998046875,1,1,24.89990234375,1,2648.199951171875,52.941088641029836
2024-11-25,2689.39990234375,2689.39990234375,2616.800048828125,2616.800048828125,94,0.0,0.0,1,-0.034355458456271526,2666.2666829427085,2635.7714494977677,46.82325518983935,-93.099853515625,1,1,72.599853515625,0,2672.10009765625,46.45425001998782
2024-11-26,2625.60009765625,2625.60009765625,2620.300048828125,2620.300048828125,177858,0.0,0.0,1,0.0013375114394267307,2649.0,2643.571463448661,52.76988799598406,3.5,1,0,5.300048828125,0,2709.89990234375,36.17423555313773
2024-11-27,2633.5,2657.89990234375,2627.199951171875,2639.89990234375,61653,0.0,0.0,1,0.007480003492115639,2625.6666666666665,2647.757149832589,12.44994973401649,19.599853515625,0,1,30.699951171875,1,2616.800048828125,33.304608070358825
2024-11-29,2636.39990234375,2664.300048828125,2620.699951171875,2657.0,3861,0.0,0.0,0,0.00647755531983174,2639.066650390625,2652.028564453125,18.364158995650527,17.10009765625,0,1,43.60009765625,1,2620.300048828125,32.10966393185173
2024-12-02,2649.0,2649.800048828125,2621.699951171875,2634.89990234375,695,0.0,0.0,1,-0.008317688240967236,2643.9332682291665,2650.1285574776784,11.588986555267365,-22.10009765625,0,1,28.10009765625,0,2639.89990234375,32.76086513751665
2024-12-03,2639.0,2654.699951171875,2636.0,2644.699951171875,1062,0.0,0.0,1,0.003719324904679633,2645.5332845052085,2646.2142508370534,11.07359076529693,9.800048828125,0,0,18.699951171875,1,2657.0,31.30259393037126
2024-12-04,2639.199951171875,2658.300048828125,2637.0,2653.800048828125,249,0.0,0.0,0,0.0034408809408483787,2644.4666341145835,2638.1999860491073,9.452233171035045,9.10009765625,1,1,21.300048828125,1,2634.89990234375,15.444510153600792
2024-12-05,2652.39990234375,2655.0,2625.699951171875,2626.60009765625,573,0.0,0.0,1,-0.010249435025779796,2641.7000325520835,2639.5999930245534,13.845900827758223,-27.199951171875,1,1,29.300048828125,0,2644.699951171875,13.503563259708773
2024-12-06,2620.199951171875,2643.10009765625,2617.5,2638.60009765625,571,0.0,0.0,1,0.004568643704349062,2639.666748046875,2642.214285714286,13.631311133928094,12.0,0,0,25.60009765625,1,2653.800048828125,10.604618373951647
2024-12-09,2632.10009765625,2677.10009765625,2630.800048828125,2664.89990234375,935,0.0,0.0,1,0.009967332568076914,2643.36669921875,2645.785714285714,19.589770994497943,26.2998046875,0,1,46.300048828125,1,2626.60009765625,13.50766882385941
2024-12-10,2662.300048828125,2698.199951171875,2661.0,2697.60009765625,437,0.0,0.0,1,0.012270703032313035,2667.0333658854165,2651.5857282366073,29.55780353836715,32.7001953125,1,1,37.199951171875,1,2638.60009765625,23.868499776566196
2024-12-11,2701.800048828125,2733.800048828125,2693.10009765625,2733.800048828125,3387,0.0,0.0,0,0.013419317119437668,2698.7666829427085,2665.7143205915177,34.464884118694094,36.199951171875,1,1,40.699951171875,1,2664.89990234375,37.64237319958909
2024-12-12,2725.10009765625,2725.10009765625,2677.39990234375,2687.5,2365,0.0,0.0,0,-0.016936150413770057,2706.300048828125,2671.82861328125,24.34523553318875,-46.300048828125,1,1,47.7001953125,0,2697.60009765625,37.13266675066741
2024-12-13,2688.199951171875,2689.300048828125,2647.89990234375,2656.0,1125,0.0,0.0,0,-0.011720930232558158,2692.433349609375,2672.142892020089,39.133941191641924,-31.5,1,0,41.400146484375,0,2733.800048828125,36.96357239315441
2024-12-16,2658.300048828125,2663.300048828125,2651.0,2651.39990234375,877,0.0,0.0,0,-0.0017319644790098065,2664.9666341145835,2675.685721261161,19.64954600509373,-4.60009765625,0,0,12.300048828125,0,2687.5,32.82808282911089
2024-12-17,2651.800048828125,2652.300048828125,2632.5,2644.39990234375,705,0.0,0.0,0,-0.002640114753648559,2650.5999348958335,2676.5142647879466,5.841277886466561,-7.0,0,0,19.800048828125,0,2656.0,31.79295448666585
2024-12-18,2644.300048828125,2647.10009765625,2590.199951171875,2636.5,566,0.0,0.0,0,-0.0029874083480143643,2644.0999348958335,2672.4571358816966,7.454479043881922,-7.89990234375,0,0,56.900146484375,0,2651.39990234375,35.156264583400876
2024-12-19,2582.10009765625,2610.300048828125,2582.10009765625,2592.199951171875,238,0.0,0.0,1,-0.016802597696994104,2624.3666178385415,2657.399972098214,28.135794774513176,-44.300048828125,0,0,28.199951171875,1,2644.39990234375,44.041263869013065
2024-12-20,2605.300048828125,2631.60009765625,2604.89990234375,2628.699951171875,592,0.0,0.0,0,0.014080703914641779,2619.13330078125,2642.385672433036,23.64876701470691,36.5,0,0,26.7001953125,1,2636.5,29.001473108751977
2024-12-23,2620.0,2627.699951171875,2611.10009765625,2612.300048828125,451,0.0,0.0,1,-0.006238788240719106,2611.066650390625,2631.642822265625,18.281232282841636,-16.39990234375,0,1,16.599853515625,0,2592.199951171875,22.761418536297654
2024-12-24,2613.0,2620.0,2609.5,2620.0,35,0.0,0.0,1,0.002947575327470142,2620.3333333333335,2626.4999651227677,8.205030929524778,7.699951171875,0,0,10.5,1,2628.699951171875,20.27162790983703
2024-12-26,2628.5,2638.800048828125,2627.89990234375,2638.800048828125,84,0.0,0.0,0,0.007175591155772931,2623.7000325520835,2624.6999860491073,13.631954396374981,18.800048828125,0,1,10.900146484375,1,2612.300048828125,18.13945562202257
2024-12-27,2617.699951171875,2617.699951171875,2616.39990234375,2617.199951171875,642,0.0,0.0,0,-0.008185575737669981,2625.3333333333335,2620.814278738839,11.746249955760652,-21.60009765625,1,1,1.300048828125,0,2620.0,16.003707245595184
2024-12-30,2620.699951171875,2626.89990234375,2597.0,2606.10009765625,794,0.0,0.0,1,-0.0042411178827413964,2620.7000325520835,2616.471435546875,16.62857867984524,-11.099853515625,1,0,29.89990234375,0,2638.800048828125,15.139105753725007
2024-12-31,2608.39990234375,2629.199951171875,2604.89990234375,2629.199951171875,401,0.0,0.0,1,0.008863762959987476,2617.5,2621.757149832589,11.552849435756974,23.099853515625,0,0,24.300048828125,1,2617.199951171875,11.19891263927978
2025-01-02,2633.0,2663.10009765625,2633.0,2658.89990234375,1728,0.0,0.0,0,0.011296193413755873,2631.3999837239585,2626.0714285714284,26.468565340459914,29.699951171875,1,1,30.10009765625,1,2606.10009765625,18.044317813959207
2025-01-03,2658.699951171875,2658.699951171875,2641.800048828125,2645.0,591,0.0,0.0,0,-0.005227689215189235,2644.3666178385415,2630.742850167411,14.86010277975111,-13.89990234375,1,1,16.89990234375,0,2629.199951171875,18.117528760969343
2025-01-06,2645.5,2647.0,2617.300048828125,2638.39990234375,960,0.0,0.0,1,-0.002495311023156921,2647.4332682291665,2633.371407645089,10.464372685750984,-6.60009765625,1,0,29.699951171875,0,2658.89990234375,17.62727766769814
2025-01-07,2653.39990234375,2657.5,2653.0,2656.699951171875,643,0.0,0.0,1,0.006936040594857751,2646.699951171875,2635.928536551339,9.267703181910566,18.300048828125,1,0,4.5,1,2645.0,19.720141768123966
2025-01-08,2655.5,2676.89990234375,2653.5,2664.5,999,0.0,0.0,1,0.002935991633034929,2653.199951171875,2642.6856863839284,13.39743536713026,7.800048828125,1,1,23.39990234375,1,2638.39990234375,20.327563570970657
2025-01-09,2669.699951171875,2686.300048828125,2667.89990234375,2683.800048828125,1139,0.0,0.0,1,0.007243403575952323,2668.3333333333335,2653.7856794084823,13.950794119973576,19.300048828125,1,1,18.400146484375,1,2656.699951171875,18.11387877207605
2025-01-10,2686.10009765625,2720.10009765625,2683.699951171875,2708.5,403,0.0,0.0,0,0.009203349997202626,2685.6000162760415,2665.1142578125,22.05515613434091,24.699951171875,1,1,36.400146484375,1,2664.5,24.012210953637044
2025-01-13,2711.10009765625,2711.199951171875,2673.5,2673.5,765,0.0,0.0,1,-0.012922281705741168,2688.6000162760415,2667.1999860491073,17.986933191230268,-35.0,1,1,37.699951171875,0,2683.800048828125,24.01655079140264
2025-01-14,2673.60009765625,2688.300048828125,2670.800048828125,2677.5,794,0.0,0.0,1,0.0014961660744343686,2686.5,2671.842843191964,19.157244060667672,4.0,1,0,17.5,1,2708.5,22.07232928790116
2025-01-15,2690.800048828125,2712.5,2690.800048828125,2712.5,930,0.0,0.0,1,0.013071895424836555,2687.8333333333335,2682.4285714285716,21.455380055671757,35.0,1,1,21.699951171875,1,2673.5,21.108043222912126
2025-01-16,2731.699951171875,2749.800048828125,2731.699951171875,2746.39990234375,1721,0.0,0.0,0,0.012497659850230436,2712.13330078125,2695.242850167411,34.4514148763491,33.89990234375,1,1,18.10009765625,1,2677.5,28.735071584421597
2025-01-17,2736.0,2751.60009765625,2725.5,2744.300048828125,1214,0.0,0.0,1,-0.0007645840337501264,2734.3999837239585,2706.6428571428573,18.99498121949537,-2.099853515625,1,1,26.10009765625,1,2712.5,30.29298825501299
2025-01-21,2746.0,2755.0,2724.800048828125,2755.0,1439,0.0,0.0,1,0.0038989727732010593,2748.566650390625,2716.814278738839,5.669509378604418,10.699951171875,1,0,30.199951171875,1,2746.39990234375,33.16224127209044
2025-01-22,2754.5,2768.800048828125,2753.5,2767.60009765625,2079,0.0,0.0,0,0.0045735381692377786,2755.6333821614585,2725.257149832589,11.662930530963042,12.60009765625,1,1,15.300048828125,1,2744.300048828125,37.88030082412027
2025-01-23,2760.0,2765.0,2745.39990234375,2763.10009765625,2201,0.0,0.0,1,-0.0016259574509376318,2761.9000651041665,2738.0571637834823,6.385191761511951,-4.5,1,1,19.60009765625,1,2755.0,32.186712538832836
2025-01-24,2759.800048828125,2792.0,2759.800048828125,2777.300048828125,1593,0.0,0.0,0,0.005139137443453512,2769.3334147135415,2752.3143136160716,7.256923889411415,14.199951171875,1,0,32.199951171875,1,2767.60009765625,21.07872733361685
2025-01-27,2761.10009765625,2762.199951171875,2737.5,2737.5,984,0.0,0.0,1,-0.014330482169155112,2759.300048828125,2755.8857421875,20.170306145479355,-39.800048828125,1,1,24.699951171875,0,2763.10009765625,14.206073119975011
2025-01-28,2738.0,2766.800048828125,2738.0,2766.800048828125,2307,0.0,0.0,1,0.010703214183789944,2760.5333658854165,2758.800048828125,20.626789813458274,29.300048828125,1,0,28.800048828125,1,2777.300048828125,14.027138758347446
2025-01-29,2769.10009765625,2769.10009765625,2769.10009765625,2769.10009765625,125692,0.0,0.0,1,0.0008313028724642457,2757.800048828125,2762.3429129464284,17.61793242611377,2.300048828125,0,1,0.0,0,2737.5,12.83576730086653
2025-01-30,2772.5,2829.5,2770.0,2823.0,40141,0.0,0.0,0,0.019464772107505413,2786.300048828125,2772.057198660714,31.80388919875089,53.89990234375,1,1,59.5,1,2766.800048828125,25.66883305984801
2025-01-31,2829.0,2838.0,2804.0,2812.5,3443,0.0,0.0,1,-0.0037194473963868546,2801.5333658854165,2778.4714704241073,28.574467029478992,-10.5,1,1,34.0,0,2769.10009765625,29.667850722480427
2025-02-03,2818.199951171875,2848.39990234375,2780.89990234375,2833.89990234375,2649,0.0,0.0,1,0.007608854166666568,2823.13330078125,2788.5857282366073,10.700573905366122,21.39990234375,1,0,67.5,1,2823.0,35.12129621176252
2025-02-04,2827.60009765625,2853.300048828125,2816.10009765625,2853.300048828125,2187,0.0,0.0,1,0.006845741611526401,2833.2333170572915,2799.44287109375,20.40819070991895,19.400146484375,1,1,37.199951171875,1,2812.5,42.1039716225082
2025-02-05,2850.0,2880.5,2848.0,2871.60009765625,4519,0.0,0.0,0,0.006413643330515084,2852.933349609375,2818.600027901786,18.85277255174745,18.300048828125,1,1,32.5,1,2833.89990234375,39.65945878226873
2025-02-06,2865.199951171875,2871.699951171875,2836.300048828125,2856.0,3116,0.0,0.0,1,-0.005432545314712378,2860.300048828125,2831.3428780691966,9.87880365839511,-15.60009765625,1,1,35.39990234375,0,2853.300048828125,34.19574655227985
2025-02-07,2859.89990234375,2889.5,2857.800048828125,2867.300048828125,1822,0.0,0.0,1,0.003956599729735721,2864.9667154947915,2845.3714425223216,8.057548948312645,11.300048828125,1,0,31.699951171875,1,2871.60009765625,22.5730095643387
2025-02-10,2864.199951171875,2916.10009765625,2863.800048828125,2914.300048828125,2237,0.0,0.0,0,0.016391727129920985,2879.2000325520835,2858.414306640625,30.918135985425717,47.0,1,1,52.300048828125,1,2856.0,31.92987566689781
2025-02-11,2925.5,2945.39990234375,2890.0,2912.5,2554,0.0,0.0,0,-0.0006176607754746488,2898.0333658854165,2872.700020926339,26.631046298519717,-1.800048828125,1,1,55.39990234375,0,2867.300048828125,30.292102942088754
2025-02-12,2902.0,2912.300048828125,2868.60009765625,2909.0,2504,0.0,0.0,1,-0.001201716738197467,2911.933349609375,2883.4286063058034,2.6950786433809903,-3.5,1,0,43.699951171875,1,2914.300048828125,27.423197214944537
2025-02-13,2911.300048828125,2937.699951171875,2910.60009765625,2925.89990234375,4670,0.0,0.0,0,0.005809522978257098,2915.7999674479165,2893.8000139508927,8.920146505245274,16.89990234375,1,0,27.099853515625,1,2912.5,27.85470878388744
2025-02-14,2937.300048828125,2944.39990234375,2874.800048828125,2883.60009765625,1992,0.0,0.0,1,-0.014457023855674711,2906.1666666666665,2895.5142996651784,21.29176372411357,-42.2998046875,1,1,69.599853515625,0,2909.0,26.60181506642035
2025-02-18,2879.199951171875,2936.39990234375,2873.800048828125,2931.60009765625,4010,0.0,0.0,0,0.01664585877875835,2913.7000325520835,2906.3143136160716,26.222654655854292,48.0,1,0,62.599853515625,1,2925.89990234375,22.986453322970203
2025-02-19,2938.699951171875,2946.0,2917.10009765625,2919.39990234375,2630,0.0,0.0,1,-0.004161616491367259,2911.5333658854165,2913.757149832589,24.948182236140955,-12.2001953125,0,1,28.89990234375,0,2883.60009765625,15.446743545695984
2025-02-20,2949.10009765625,2955.800048828125,2924.199951171875,2940.0,656,0.0,0.0,0,0.007056278120620485,2930.3333333333335,2917.4285714285716,10.358307040685053,20.60009765625,1,0,31.60009765625,0,2931.60009765625,18.374114068623175
2025-02-21,2938.800048828125,2940.0,2917.300048828125,2937.60009765625,570,0.0,0.0,1,-0.0008162933142006334,2932.3333333333335,2921.0142996651784,11.26477299756214,-2.39990234375,1,1,22.699951171875,0,2919.39990234375,19.65640663990742
2025-02-24,2933.10009765625,2957.89990234375,2933.10009765625,2947.89990234375,415,0.0,0.0,0,0.0035061970129008913,2941.8333333333335,2926.5714285714284,5.389093382330459,10.2998046875,1,0,24.7998046875,1,2940.0,21.136723157973275
2025-02-25,2938.699951171875,2943.199951171875,2890.0,2904.5,1854,0.0,0.0,1,-0.014722312080286182,2930.0,2923.5142996651784,22.676176797470607,-43.39990234375,1,1,53.199951171875,0,2937.60009765625,22.737051798053038
2025-02-26,2913.5,2917.0,2913.0,2916.800048828125,2050,0.0,0.0,0,0.004234824867662246,2923.066650390625,2928.257149832589,22.36829457556135,12.300048828125,0,0,4.0,1,2947.89990234375,15.255143368296933
2025-02-27,2918.5,2922.800048828125,2870.39990234375,2883.199951171875,3215,0.0,0.0,0,-0.011519506683274172,2901.5,2921.342843191964,16.999754134321083,-33.60009765625,0,1,52.400146484375,0,2904.5,22.659210018147416
2025-02-28,2877.10009765625,2877.10009765625,2834.10009765625,2836.800048828125,990,0.0,0.0,1,-0.016093196146486743,2878.933349609375,2909.5428641183034,40.17029893677452,-46.39990234375,0,0,43.0,0,2916.800048828125,39.263365683153474
2025-03-03,2872.699951171875,2891.800048828125,2863.39990234375,2890.199951171875,423,0.0,0.0,1,0.018823992323959926,2870.066650390625,2902.4285714285716,29.021545180065417,53.39990234375,0,0,28.400146484375,1,2883.199951171875,37.28692876515191
2025-03-04,2886.10009765625,2927.89990234375,2886.10009765625,2909.60009765625,885,0.0,0.0,1,0.006712389043017186,2878.86669921875,2898.4285714285716,37.70004943258149,19.400146484375,0,1,41.7998046875,1,2836.800048828125,34.26437623264903
2025-03-05,2916.699951171875,2922.0,2893.0,2915.300048828125,551,0.0,0.0,1,0.0019590153218878026,2905.0333658854165,2893.7714494977677,13.158457542142221,5.699951171875,1,1,29.0,0,2890.199951171875,28.076376624163217
2025-03-06,2904.0,2918.60009765625,2903.800048828125,2916.60009765625,870,0.0,0.0,0,0.0004459399740508463,2913.8334147135415,2895.5000348772323,3.7233401294443453,1.300048828125,1,1,14.800048828125,1,2909.60009765625,29.19710851841687
2025-03-07,2900.89990234375,2927.300048828125,2900.5,2904.699951171875,531,0.0,0.0,0,-0.00408014334702167,2912.2000325520835,2893.7714494977677,6.527706126287805,-11.900146484375,1,1,26.800048828125,1,2915.300048828125,28.062010763779366
2025-03-10,2910.10009765625,2915.10009765625,2880.199951171875,2891.0,55,0.0,0.0,1,-0.0047164772273115,2904.1000162760415,2894.8857421875,12.810589034536983,-13.699951171875,1,0,34.900146484375,0,2916.60009765625,27.725113485533846
2025-03-11,2884.39990234375,2916.699951171875,2880.39990234375,2912.89990234375,197,0.0,0.0,1,0.007575199703822255,2902.8666178385415,2905.757149832589,11.06445949876296,21.89990234375,0,0,36.300048828125,1,2904.699951171875,11.07054026466926
2025-03-12,2912.0,2939.10009765625,2910.0,2939.10009765625,213,0.0,0.0,1,0.008994540214519287,2914.3333333333335,2912.7428850446427,24.08206577386174,26.2001953125,1,1,29.10009765625,1,2891.0,14.511279720398154
2025-03-13,2937.10009765625,2988.0,2935.199951171875,2984.300048828125,2366,0.0,0.0,1,0.015378840349098422,2945.433349609375,2923.414306640625,36.118939487806855,45.199951171875,1,1,52.800048828125,1,2912.89990234375,30.487317961065724
2025-03-14,2994.39990234375,3004.800048828125,2986.0,2994.5,1800,0.0,0.0,1,0.003417870524071498,2972.6333821614585,2934.728585379464,29.48509162708453,10.199951171875,1,1,18.800048828125,1,2939.10009765625,40.14163182953751
2025-03-17,2991.0,3001.5,2989.0,3000.0,214,0.0,0.0,1,0.0018367006177992806,2992.933349609375,2946.6428571428573,7.96636126375291,5.5,1,1,12.5,1,2984.300048828125,45.8369756737577
2025-03-18,3006.39990234375,3039.199951171875,3004.39990234375,3035.10009765625,428,0.0,0.0,1,0.011700032552083295,3009.86669921875,2965.2714494977677,22.025117423732265,35.10009765625,1,1,34.800048828125,1,2994.5,52.029598786932745
2025-03-19,3035.199951171875,3050.89990234375,3030.89990234375,3035.89990234375,175,0.0,0.0,1,0.000263518388773365,3023.6666666666665,2985.971435546875,20.499835492458114,0.7998046875,1,1,20.0,1,3000.0,46.03473160462623
2025-03-20,3047.300048828125,3047.300048828125,3034.39990234375,3040.0,185,0.0,0.0,0,0.0013505378267197887,3037.0,3004.128592354911,2.628673027311461,4.10009765625,1,1,12.900146484375,0,3035.10009765625,36.48524700069049
2025-03-21,3034.5,3037.5,3000.89990234375,3018.199951171875,151,0.0,0.0,0,-0.007171068693462179,3031.3666178385415,3015.4285714285716,11.585488057522936,-21.800048828125,1,1,36.60009765625,0,3035.89990234375,22.592442759080424
2025-03-24,3024.300048828125,3024.300048828125,3006.0,3013.10009765625,137,0.0,0.0,1,-0.0016897003505831343,3023.7666829427085,3019.5428641183034,14.287846705578236,-5.099853515625,1,0,18.300048828125,0,3040.0,18.16799319039884
2025-03-25,3026.39990234375,3028.800048828125,3023.699951171875,3023.699951171875,74,0.0,0.0,0,0.003517922794489925,3018.3333333333335,3023.714285714286,5.301185408840353,10.599853515625,0,0,5.10009765625,0,3018.199951171875,14.426751089563748
2025-03-26,3033.199951171875,3033.199951171875,3019.5,3020.89990234375,83,0.0,0.0,1,-0.000926033956193284,3019.2333170572915,3026.6999860491073,5.4929366941495985,-2.800048828125,0,1,13.699951171875,0,3013.10009765625,10.262711170327869
2025-03-27,3025.5,3065.0,3025.5,3060.199951171875,124359,0.0,0.0,1,0.013009384653107636,3034.9332682291665,3030.2856794084823,21.926331625592653,39.300048828125,1,0,39.5,1,3023.699951171875,16.297366114065415
2025-03-28,3069.699951171875,3094.89990234375,3066.800048828125,3086.5,31206,0.0,0.0,1,0.008594225621777918,3055.8666178385415,3037.5142647879466,33.014035446468895,26.300048828125,1,1,28.099853515625,1,3020.89990234375,26.945587356179
2025-03-31,3091.0,3132.5,3086.0,3122.800048828125,3438,0.0,0.0,0,0.011760910036651584,3089.8333333333335,3049.342843191964,31.432887076696115,36.300048828125,1,1,46.5,1,3060.199951171875,42.1198038896198
2025-04-01,3129.699951171875,3149.5,3104.0,3118.89990234375,1721,0.0,0.0,1,-0.0012489260994595908,3109.3999837239585,3063.7285505022323,19.927612164231967,-3.900146484375,1,1,45.5,0,3086.5,46.66214027266139
2025-04-02,3120.699951171875,3168.60009765625,3117.39990234375,3139.89990234375,5946,0.0,0.0,0,0.006733143306144385,3127.199951171875,3081.8428083147323,11.170020388337827,21.0,1,0,51.2001953125,1,3122.800048828125,48.31508091002802
2025-04-03,3150.0,3166.89990234375,3052.0,3097.0,5516,0.0,0.0,0,-0.013662824828182485,3118.5999348958335,3092.3142438616073,21.451524202912985,-42.89990234375,1,1,114.89990234375,0,3118.89990234375,41.003402595024376
2025-04-04,3110.5,3127.699951171875,3011.0,3012.0,3247,0.0,0.0,0,-0.02744591540200192,3082.9666341145835,3091.0428292410716,65.0945295200808,-85.0,0,0,116.699951171875,0,3139.89990234375,43.64005857177812
2025-04-07,3016.39990234375,3050.800048828125,2949.699951171875,2951.300048828125,4424,0.0,0.0,1,-0.020152706232362205,3020.1000162760415,3075.4857003348216,73.18692943843035,-60.699951171875,0,0,101.10009765625,0,3097.0,68.68930048195223
